Account Manager,Rep Name,Account Number,Name,Address,Subscription Date,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Modem Age,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn,Churn Date,Latitude,Longitude,Postal Code,Region
13-8653221,Ieuan Whittington,6166-ILMNY,Rutledge Elfe,00 Mallard Avenue,8/9/2017,No,No,No,1,Yes,No,Fiber optic,> 4 Years,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes,9/11/2017,41.006183,-73.8528383,10502,Rhode Island
16-0420024,Ariya Almond,3097-NNSPB,Genevieve Mazzilli,114 Alpine Avenue,6/28/2017,No,No,No,16,Yes,No,DSL,Less than 1 Year,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,No,,41.0171874,-73.8377348,10502,New York
10-4398098,Nyah O'Neill,7771-ZONAT,Augusto Andriulis,88582 Esch Avenue,6/13/2017,No,No,No,16,No,No phone service,DSL,1 - 2 Years,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No,,41.0053723,-73.8395361,10502,New York
57-1199545,Braydon Farrington,0655-RBDUG,Marthena Redhills,2058 Twin Pines Plaza,5/29/2017,No,No,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713,Yes,9/17/2017,41.0100852,-73.8361859,10502,Rhode Island
85-3745646,Shivani Costa,2111-DWYHN,Krystal Tyers,4 Prairieview Drive,2/17/2017,No,No,No,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,Yes,9/30/2018,41.0145913,-73.8380228,10502,New York
42-2956742,Rahim Glover,4194-WHFCB,Nye Becerro,31631 Waxwing Place,6/1/2017,No,Yes,Yes,6,Yes,Yes,Fiber optic,> 4 Years,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,Yes,12/31/2017,41.0182839,-73.8370837,10502,Rhode Island
24-5250647,Derry Daniel,4121-AGSIN,Daphene Crosson,94 Morrow Drive,4/13/2017,No,Yes,Yes,18,Yes,Yes,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,No,,41.0174935,-73.839584,10502,New York
66-9184652,Erika Rodriquez,4361-BKAXE,Faina Latek,963 Huxley Way,5/26/2017,No,No,No,1,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes,7/6/2017,41.0138192,-73.8429526,10502,Rhode Island
47-2963605,Jaimee Vance,9845-PEEKO,Audie Trendle,27358 1st Terrace,4/26/2017,Yes,No,No,18,Yes,Yes,Fiber optic,Less than 1 Year,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,No,,41.0130644,-73.8384945,10502,New York
17-1938812,Eloise Broadhurst,0455-XFASS,Shelby Laviss,10 Clemons Pass,2/2/2017,No,Yes,Yes,19,Yes,No,Fiber optic,New,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,Yes,9/30/2018,41.0081275,-73.8423485,10502,New York
10-4398098,Nyah O'Neill,0301-KOBTQ,Lorenza Kitlee,78 Bartelt Parkway,2/13/2017,No,No,No,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,Yes,9/30/2018,41.0120401,-73.8488568,10522,New York
25-9781941,Cleo Frederick,1751-NCDLI,Mahmud Margrett,44123 Veith Road,6/11/2016,Yes,Yes,No,1,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,Yes,7/12/2016,41.017204,-73.8373903,10502,Rhode Island
10-4398098,Nyah O'Neill,4367-NUYAO,Nertie Eslinger,9 Charing Cross Crossing,6/4/2017,No,Yes,Yes,6,Yes,Yes,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75, ,Yes,12/31/2017,41.005103,-73.8526742,10502,Rhode Island
73-9095501,Floyd Black,9878-TNQGW,Granger Spink,07327 Anthes Trail,5/2/2017,No,No,No,18,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,No,,41.0220564,-73.8380288,10502,New York
77-4912526,Ishaaq Armitage,9170-ARBTB,Morry Dowsing,6 Algoma Trail,6/5/2016,No,Yes,Yes,1,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,Yes,7/12/2016,41.0194065,-73.8345442,10502,Rhode Island
87-5056698,Carolyn Walmsley,4441-NIHPT,Wilmer Gronow,5218 Victoria Lane,5/22/2017,Yes,No,No,4,Yes,No,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,Yes,9/24/2017,41.0064599,-73.8469743,10502,Rhode Island
47-2963605,Jaimee Vance,8999-BOHSE,Anny MacArthur,4062 Novick Way,7/9/2017,Yes,No,No,1,Yes,No,Fiber optic,> 4 Years,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes,8/16/2017,41.01378,-73.8356447,10502,Rhode Island
58-8364238,Jenny Hancock,7241-AJHFS,Ware Ballefant,6311 Union Avenue,5/21/2017,No,No,No,17,Yes,Yes,Fiber optic,Less than 1 Year,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No,,41.0188621,-73.8269979,10502,New York
10-4398098,Nyah O'Neill,7029-RPUAV,Frances Poolman,07351 5th Alley,5/6/2017,Yes,Yes,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes,8/17/2017,41.0217826,-73.8349871,10502,Rhode Island
87-5056698,Carolyn Walmsley,4546-FOKWR,Wayland Giametti,410 Linden Plaza,5/28/2016,No,No,No,1,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,Yes,7/12/2016,41.0111943,-73.8330617,10502,Rhode Island
66-9184652,Erika Rodriquez,9036-CSKBW,Hyacinthie Chyuerton,7859 Green Ridge Court,5/3/2017,No,No,No,17,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,No,,41.0102335,-73.8381099,10502,New York
61-8597757,Sonny Vega,5832-TRLPB,Worthington Burchatt,68 Dottie Terrace,6/8/2017,No,No,No,16,Yes,No,DSL,1 - 2 Years,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,No,,41.0110709,-73.8473966,10502,New York
47-2963605,Jaimee Vance,8590-YFFQO,Free Thorneywork,18 Holy Cross Junction,4/27/2017,No,Yes,No,18,Yes,No,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,No,,41.0111392,-73.8343192,10502,New York
52-1146363,Tori Prentice,8659-IOOPU,Gilli Luckcuck,50 Homewood Lane,6/29/2017,No,Yes,Yes,16,Yes,Yes,Fiber optic,1 - 2 Years,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,No,,41.0065475,-73.8475317,10502,New York
42-3903575,Claudia Todd,1338-CECEE,Calv Gert,99338 Cottonwood Drive,6/11/2017,No,Yes,Yes,16,Yes,Yes,DSL,1 - 2 Years,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,No,,41.0040324,-73.8390362,10502,New York
13-8653221,Ieuan Whittington,7439-DKZTW,Aubree Lafferty,8 Laurel Alley,3/18/2017,No,No,No,19,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,No,,41.0108892,-73.8396434,10502,New York
66-9184652,Erika Rodriquez,4646-QZXTF,Candice Bolstridge,87 Elgar Plaza,6/4/2016,No,Yes,No,1,Yes,No,DSL,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,Yes,7/12/2016,41.0044697,-73.8375309,10502,Rhode Island
47-2963605,Jaimee Vance,4607-CHPCA,Darcey Gayne,8 Lyons Center,6/22/2017,No,Yes,Yes,5,Yes,No,Fiber optic,> 4 Years,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,Yes,11/25/2017,41.0181041,-73.8376485,10502,Rhode Island
10-4398098,Nyah O'Neill,9742-XOKTS,Cletus Vertey,347 Homewood Way,6/22/2017,No,Yes,Yes,16,Yes,Yes,Fiber optic,Less than 1 Year,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,No,,41.0067627,-73.8430481,10502,New York
42-3903575,Claudia Todd,6921-OZMFH,Avrom Pereira,792 Garrison Alley,3/27/2017,No,Yes,Yes,19,Yes,Yes,DSL,Less than 1 Year,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No,,41.0049559,-73.8397827,10502,New York
82-7808716,Laila Moses,9578-FOMUK,Thedric Triner,5278 Larry Place,5/20/2017,No,No,Yes,17,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,No,,41.0048237,-73.8512627,10502,New York
98-3691700,Dexter Dawe,4712-UYOOI,Cornall Gaiger,89 Old Gate Alley,5/24/2017,No,Yes,Yes,17,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20,417.65,No,,41.0090226,-73.8372008,10502,New York
57-1199545,Braydon Farrington,8824-RWFXJ,Nichole Damsell,21795 Veith Point,7/5/2017,No,Yes,Yes,15,Yes,No,DSL,1 - 2 Years,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,No,,41.0179241,-73.8313811,10502,New York
10-4398098,Nyah O'Neill,7722-CVFXN,Kerwinn Addie,5 Green Drive,2/17/2017,No,Yes,Yes,19,Yes,Yes,Fiber optic,New,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,Yes,9/30/2018,41.0205595,-73.8386714,10502,New York
82-7808716,Laila Moses,8717-VCTXJ,Lula Demeter,1 Comanche Crossing,6/12/2016,No,No,No,1,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,Yes,7/12/2016,41.0069548,-73.8376714,10502,Rhode Island
42-2956742,Rahim Glover,7363-QTBIW,Levin Devennie,99688 Jenna Way,6/21/2016,No,Yes,No,1,Yes,No,Fiber optic,> 4 Years,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,Yes,7/12/2016,41.0061447,-73.8409391,10502,Rhode Island
76-0195839,Rhia Frame,4159-NAAIX,Ezra Heliar,6 Vera Place,1/13/2017,No,No,No,20,Yes,Yes,Fiber optic,New,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253,Yes,9/30/2018,41.0063291,-73.8424405,10502,New York
17-1938812,Eloise Broadhurst,0971-QIFJK,Aluin Roon,46 Maple Wood Alley,5/26/2017,No,Yes,No,17,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,No,,41.007834,-73.8404579,10502,New York
98-3691700,Dexter Dawe,9397-TZSHA,Amalea Ogers,17421 Alpine Court,4/7/2017,No,No,No,18,Yes,Yes,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,No,,41.0094101,-73.8416119,10502,New York
47-2963605,Jaimee Vance,3391-JSQEW,Lanna Kupis,26 Troy Trail,3/2/2017,No,Yes,No,18,Yes,No,DSL,New,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,Yes,9/30/2018,41.0088083,-73.840696,10502,New York
85-3745646,Shivani Costa,0343-QLUZP,Hedy Thickpenny,56628 Pearson Pass,2/14/2017,No,No,No,19,No,No phone service,DSL,1 - 2 Years,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,Yes,9/30/2018,41.0068038,-73.8366244,10502,New York
20-9329110,Emil Webber,9763-PDTKK,Karney Strettle,4 Butternut Way,4/21/2017,No,No,No,18,Yes,No,Fiber optic,1 - 2 Years,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,No,,41.0054557,-73.8504842,10502,New York
83-8467671,Naima Clements,2176-LVPNX,Fallon Luten,7 Basil Crossing,7/2/2016,Yes,No,No,1,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,Yes,7/12/2016,41.0159726,-73.8370682,10502,Rhode Island
24-5250647,Derry Daniel,7627-JKIAZ,Daryn Hrinishin,6766 Elka Place,6/30/2017,No,Yes,No,3,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes,10/6/2017,41.0117338,-73.8387041,10502,Rhode Island
69-0108929,Kelsea Esquivel,3312-UUMZW,Elsinore Redfern,1 Melrose Alley,6/5/2017,No,Yes,No,16,Yes,Yes,Fiber optic,Less than 1 Year,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No,,41.0208417,-73.837401,10502,New York
73-9095501,Floyd Black,1271-UODNO,Sharla Ethersey,48 Mallard Road,6/7/2017,No,No,No,16,Yes,Yes,DSL,Less than 1 Year,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,No,,41.0178696,-73.8330189,10502,New York
58-8364238,Jenny Hancock,8461-EFQYM,Karlotte Erni,60213 Orin Point,6/10/2017,No,No,No,6,Yes,Yes,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.25,914.4,Yes,12/31/2017,41.0158201,-73.8365162,10502,Rhode Island
73-9095501,Floyd Black,6900-RBKER,Frasquito Filchakov,82 5th Center,5/1/2017,No,No,No,18,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,No,,41.0111064,-73.8442986,10502,New York
57-1199545,Braydon Farrington,6891-JPYFF,Serge Morrant,7 La Follette Road,1/9/2017,No,Yes,Yes,20,Yes,Yes,Fiber optic,New,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,Yes,9/30/2018,41.0047465,-73.8388757,10502,New York
16-0420024,Ariya Almond,1459-QNFQT,Briggs Weich,54204 Blackbird Court,6/12/2017,No,Yes,Yes,16,No,No phone service,DSL,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,No,,41.0095366,-73.8469385,10502,New York
42-3903575,Claudia Todd,1047-NNCBF,Randal Di Carli,181 Lunder Way,3/16/2017,No,No,No,19,Yes,No,Fiber optic,Less than 1 Year,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,No,,41.0035812,-73.8498602,10502,New York
16-0420024,Ariya Almond,3696-XRIEN,Brantley Bracey,37999 Declaration Center,6/30/2017,No,No,No,16,Yes,Yes,DSL,1 - 2 Years,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,No,,41.0147145,-73.8334965,10502,New York
16-0420024,Ariya Almond,4081-DYXAV,Fairfax Kik,6794 Green Plaza,7/28/2017,No,No,No,5,No,No phone service,DSL,> 4 Years,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes,1/6/2018,41.0065318,-73.8406537,10502,Rhode Island
61-8597757,Sonny Vega,0074-HDKDG,Aguie Esparza,5558 Donald Street,7/28/2017,No,Yes,Yes,15,Yes,No,DSL,1 - 2 Years,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611,No,,41.0120722,-73.8486303,10522,New York
10-8807007,Alec Wilks,8791-GFXLZ,Alexandrina Kwietak,22 Melvin Park,6/30/2016,No,No,No,1,Yes,No,DSL,> 4 Years,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,Yes,7/12/2016,41.0091519,-73.8438046,10502,Rhode Island
87-5056698,Carolyn Walmsley,8111-SLLHI,Kary Balharrie,3 Bobwhite Park,7/11/2017,Yes,Yes,No,2,Yes,Yes,Fiber optic,1 - 2 Years,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,10/5/2017,41.0082714,-73.8444039,10502,Vermont
13-8653221,Ieuan Whittington,0927-LCSMG,Codee Hanmer,67965 Marcy Avenue,5/30/2017,No,No,No,17,Yes,No,Fiber optic,1 - 2 Years,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,No,,41.0105472,-73.8401541,10502,New York
61-8597757,Sonny Vega,9330-DHBFL,Currie Baroc,5 Vahlen Trail,2/28/2017,No,Yes,Yes,19,Yes,No,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,Yes,9/30/2018,41.0217964,-73.8396454,10502,New York
50-8904668,Marsha Lester,0098-BOWSO,Marchelle Janoschek,5 Hallows Crossing,4/29/2017,No,No,No,18,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,No,,41.0168778,-73.8368488,10502,New York
13-8653221,Ieuan Whittington,3452-ABWRL,Sheri McLaverty,47 Ryan Park,6/25/2017,Yes,No,No,6,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,Yes,12/31/2017,41.0096079,-73.834466,10502,Rhode Island
52-1146363,Tori Prentice,5859-HZYLF,Clemence Bosse,19129 Utah Junction,8/12/2017,No,Yes,Yes,14,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,No,,41.0147418,-73.843458,10502,New York
66-9184652,Erika Rodriquez,8257-RZAHR,Hans MacKniely,554 Kingsford Pass,6/2/2017,No,Yes,No,5,Yes,Yes,DSL,> 4 Years,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941,Yes,11/23/2017,41.0168792,-73.8347257,10502,Rhode Island
75-8051982,Hollie Conway,5293-WXJAK,Ilse Frogley,2174 Gina Pass,7/23/2017,Yes,Yes,No,2,Yes,Yes,Fiber optic,1 - 2 Years,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,10/14/2017,41.0084623,-73.835001,10502,Rhode Island
69-0108929,Kelsea Esquivel,3156-QLHBO,Audy Ramiro,3 Evergreen Way,5/9/2017,No,No,Yes,17,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,No,,41.0066704,-73.8429175,10502,New York
61-8597757,Sonny Vega,2208-NQBCT,Klara Leonards,8 Michigan Plaza,7/6/2017,No,Yes,Yes,15,Yes,No,Fiber optic,Less than 1 Year,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,No,,41.012564,-73.8478807,10522,New York
52-1146363,Tori Prentice,1779-PWPMG,Aguistin Pethick,39 Lakewood Gardens Street,2/3/2017,Yes,Yes,No,19,Yes,Yes,Fiber optic,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,Yes,9/30/2018,41.0180789,-73.836141,10502,New York
57-1199545,Braydon Farrington,6621-NRZAK,Fiorenze Skakunas,87911 Moulton Hill,7/3/2017,No,Yes,Yes,5,Yes,No,No,> 4 Years,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20,1209.25,Yes,12/31/2017,41.0087864,-73.8402698,10502,Rhode Island
24-5250647,Derry Daniel,0831-JNISG,Averell Sexten,1 Sage Lane,2/9/2017,No,Yes,Yes,19,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,Yes,9/30/2018,41.0104352,-73.8477065,10502,New York
69-0108929,Kelsea Esquivel,0774-IFUVM,Engelbert Romeo,73748 Truax Road,1/20/2017,No,Yes,Yes,20,Yes,Yes,DSL,New,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,Yes,9/30/2018,41.0076446,-73.8378997,10502,New York
10-4398098,Nyah O'Neill,3082-WQRVY,Angelita Harle,97 Nova Plaza,6/5/2016,Yes,Yes,No,1,Yes,No,No,New,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,Yes,7/12/2016,41.0203949,-73.8296408,10502,Rhode Island
57-1199545,Braydon Farrington,9553-DLCLU,Josselyn Grover,9 Farwell Circle,3/7/2017,No,No,Yes,19,Yes,Yes,DSL,1 - 2 Years,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.95,1161.75,No,,41.0116595,-73.8486182,10502,New York
85-3745646,Shivani Costa,1641-BYBTK,Vanya Whetland,5861 Petterle Park,7/24/2017,No,No,Yes,15,Yes,No,No,Less than 1 Year,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,No,,41.014354,-73.8430088,10502,New York
66-9184652,Erika Rodriquez,2460-NGXBJ,Hedwiga Belliveau,53945 Bluestem Pass,5/30/2016,Yes,Yes,Yes,1,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,Yes,7/12/2016,41.0099432,-73.841107,10502,Rhode Island
50-8904668,Marsha Lester,2446-ZKVAF,Valene Gehricke,923 Dexter Street,6/2/2017,No,Yes,No,6,Yes,Yes,DSL,> 4 Years,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,Yes,12/31/2017,41.007507,-73.8504958,10502,Rhode Island
51-3249481,Abdur-Rahman Glenn,0841-NULXI,Tarah Rozzier,35 Eliot Plaza,3/27/2017,No,No,No,4,No,No phone service,DSL,> 4 Years,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes,8/24/2017,41.010023,-73.8463665,10502,Rhode Island
66-9184652,Erika Rodriquez,3522-CDKHF,Nita Ellins,652 Esch Court,7/27/2017,No,Yes,No,15,Yes,No,Fiber optic,Less than 1 Year,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No,,41.0093414,-73.8337918,10502,New York
78-8973798,Jena Durham,1430-SFQSA,Cortie Patrono,103 Loeprich Circle,8/17/2017,No,No,No,4,No,No phone service,DSL,> 4 Years,Yes,No,No,Yes,No,No,One year,No,Mailed check,35.6,1072.6,Yes,12/31/2017,41.0089031,-73.8439882,10502,Rhode Island
83-8467671,Naima Clements,0411-EZJZE,Tamar Drake,88183 Roxbury Hill,5/29/2016,No,No,No,1,Yes,Yes,DSL,> 4 Years,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.25,170.5,Yes,7/12/2016,41.0185239,-73.8286227,10502,Rhode Island
87-5056698,Carolyn Walmsley,7851-WZEKY,Vilma Kener,226 Fallview Hill,7/30/2017,No,No,No,5,Yes,Yes,Fiber optic,> 4 Years,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,1/20/2018,41.0051654,-73.8396692,10502,Rhode Island
42-3903575,Claudia Todd,8844-TONUD,Daniella Gabbitas,7 Bartillon Point,5/22/2017,No,Yes,Yes,6,Yes,No,Fiber optic,1 - 2 Years,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes,12/1/2017,41.0093409,-73.8369491,10502,Rhode Island
66-9184652,Erika Rodriquez,8807-ARQET,Cesaro Gaffon,8965 Vera Drive,3/9/2017,No,No,No,19,No,No phone service,DSL,Less than 1 Year,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.35,1677.85,No,,41.016061,-73.8400628,10502,New York
